Draw date,Last Day To Claim,Winning Numbers,Exact Order Prize ($0.50 bet),Exact Order CO Winners ($0.50 bet),Exact Order Prize ($1 bet),Exact Order CO Winners ($1 bet),Exact Order Prize ($2 bet),Exact Order CO Winners ($2 bet),Exact Order Prize ($5 bet),Exact Order CO Winners ($5 bet),Any Order Prize ($0.50 bet),Any Order CO Winners ($0.50 bet),Any Order Prize ($1 bet),Any Order CO Winners ($1 bet),Any Order Prize ($2 bet),Any Order CO Winners ($2 bet),Any Order Prize ($5 bet),Any Order CO Winners ($5 bet),Front Pair Prize ($0.50 bet),Front Pair CO Winners ($0.50 bet),Front Pair Prize ($1 bet),Front Pair CO Winners ($1 bet),Front Pair Prize ($2 bet),Front Pair CO Winners ($2 bet),Front Pair Prize ($5 bet),Front Pair CO Winners ($5 bet),Back Pair Prize ($0.50 bet),Back Pair CO Winners ($0.50 bet),Back Pair Prize ($1 bet),Back Pair CO Winners ($1 bet),Back Pair Prize ($2 bet),Back Pair CO Winners ($2 bet),Back Pair Prize ($5 bet),Back Pair CO Winners ($5 bet),Exact Order Prize (exact+any $1 bet),Exact Order CO Winners (exact+any $1 bet),Exact Order Prize (exact+any $2 bet),Exact Order CO Winners (exact+any $2 bet),Exact Order Prize (exact+any $5 bet),Exact Order CO Winners (exact+any $5 bet),Any Order Prize (exact+any $1 bet),Any Order CO Winners (exact+any $1 bet),Any Order Prize (exact+any $2 bet),Any Order CO Winners (exact+any $2 bet),Any Order Prize (exact+any $5 bet),Any Order CO Winners (exact+any $5 bet)
"Jan. 12, 2020: Midday",07/10/2020,9 - 7 - 2,$250,3,$500,2,"$1,000",0,"$2,500",0,$40,17,$80,5,$160,4,$400,1,$30,1,$60,1,$120,0,$300,0,$30,1,$60,0,$120,0,$300,1,$290,2,$580,1,"$1,450",0,$40,36,$80,3,$200,0
"Jan. 12, 2020: Evening",07/10/2020,0 - 3 - 0,$250,0,$500,3,"$1,000",0,"$2,500",0,$80,4,$160,5,$320,1,$800,0,$30,0,$60,0,$120,0,$300,1,$30,3,$60,1,$120,1,$300,0,$330,0,$660,0,"$1,650",0,$80,6,$160,0,$400,0
"Jan. 11, 2020: Evening",07/09/2020,2 - 0 - 0,$250,1,$500,9,"$1,000",0,"$2,500",0,$80,7,$160,2,$320,0,$800,0,$30,2,$60,0,$120,3,$300,0,$30,3,$60,4,$120,4,$300,0,$330,4,$660,1,"$1,650",0,$80,12,$160,2,$400,0
"Jan. 11, 2020: Midday",07/09/2020,4 - 5 - 9,$250,0,$500,5,"$1,000",0,"$2,500",0,$40,4,$80,6,$160,2,$400,0,$30,3,$60,3,$120,1,$300,0,$30,1,$60,0,$120,0,$300,0,$290,4,$580,0,"$1,450",0,$40,19,$80,1,$200,1
"Jan. 10, 2020: Midday",07/08/2020,2 - 2 - 3,$250,1,$500,0,"$1,000",0,"$2,500",0,$80,3,$160,4,$320,0,$800,0,$30,2,$60,4,$120,1,$300,0,$30,5,$60,0,$120,0,$300,0,$330,9,$660,1,"$1,650",0,$80,7,$160,2,$400,2
"Jan. 10, 2020: Evening",07/08/2020,4 - 7 - 7,$250,2,$500,2,"$1,000",1,"$2,500",0,$80,8,$160,3,$320,0,$800,0,$30,0,$60,2,$120,1,$300,0,$30,4,$60,8,$120,10,$300,1,$330,1,$660,2,"$1,650",0,$80,6,$160,3,$400,0
"Jan. 9, 2020: Evening",07/07/2020,0 - 4 - 9,$250,1,$500,0,"$1,000",0,"$2,500",0,$40,5,$80,5,$160,3,$400,0,$30,1,$60,2,$120,3,$300,0,$30,0,$60,2,$120,0,$300,0,$290,1,$580,1,"$1,450",0,$40,16,$80,14,$200,0
"Jan. 9, 2020: Midday",07/07/2020,7 - 3 - 8,$250,0,$500,1,"$1,000",0,"$2,500",0,$40,8,$80,3,$160,2,$400,0,$30,0,$60,1,$120,1,$300,4,$30,0,$60,0,$120,0,$300,0,$290,3,$580,1,"$1,450",0,$40,14,$80,2,$200,0
"Jan. 8, 2020: Midday",07/06/2020,2 - 1 - 6,$250,2,$500,2,"$1,000",0,"$2,500",0,$40,8,$80,6,$160,0,$400,0,$30,2,$60,2,$120,0,$300,0,$30,1,$60,2,$120,0,$300,0,$290,4,$580,1,"$1,450",0,$40,34,$80,1,$200,0
"Jan. 8, 2020: Evening",07/06/2020,8 - 4 - 6,$250,0,$500,1,"$1,000",0,"$2,500",0,$40,11,$80,8,$160,1,$400,7,$30,1,$60,0,$120,0,$300,0,$30,2,$60,0,$120,3,$300,0,$290,1,$580,0,"$1,450",0,$40,21,$80,7,$200,1
"Jan. 7, 2020: Midday",07/05/2020,9 - 0 - 0,$250,1,$500,2,"$1,000",0,"$2,500",0,$80,4,$160,1,$320,2,$800,0,$30,1,$60,2,$120,0,$300,0,$30,2,$60,3,$120,1,$300,1,$330,0,$660,1,"$1,650",0,$80,4,$160,3,$400,0
"Jan. 7, 2020: Evening",07/05/2020,1 - 0 - 9,$250,5,$500,1,"$1,000",0,"$2,500",0,$40,15,$80,15,$160,7,$400,0,$30,2,$60,1,$120,0,$300,1,$30,0,$60,0,$120,0,$300,0,$290,10,$580,2,"$1,450",0,$40,31,$80,6,$200,2
"Jan. 6, 2020: Midday",07/04/2020,5 - 5 - 9,$250,0,$500,0,"$1,000",0,"$2,500",0,$80,1,$160,0,$320,0,$800,1,$30,0,$60,1,$120,4,$300,1,$30,0,$60,0,$120,0,$300,0,$330,1,$660,0,"$1,650",0,$80,11,$160,0,$400,0
"Jan. 6, 2020: Evening",07/04/2020,2 - 3 - 2,$250,2,$500,1,"$1,000",0,"$2,500",0,$80,4,$160,7,$320,1,$800,0,$30,3,$60,1,$120,3,$300,21,$30,0,$60,0,$120,0,$300,0,$330,8,$660,1,"$1,650",0,$80,11,$160,5,$400,0
"Jan. 5, 2020: Evening",07/03/2020,2 - 4 - 8,$250,0,$500,4,"$1,000",0,"$2,500",0,$40,12,$80,5,$160,4,$400,1,$30,2,$60,0,$120,0,$300,0,$30,2,$60,1,$120,1,$300,0,$290,9,$580,0,"$1,450",0,$40,28,$80,6,$200,0
"Jan. 5, 2020: Midday",07/03/2020,5 - 4 - 7,$250,1,$500,2,"$1,000",1,"$2,500",0,$40,13,$80,5,$160,0,$400,2,$30,3,$60,1,$120,1,$300,0,$30,1,$60,0,$120,1,$300,0,$290,2,$580,0,"$1,450",0,$40,20,$80,4,$200,3
"Jan. 4, 2020: Evening",07/02/2020,0 - 0 - 4,$250,2,$500,5,"$1,000",0,"$2,500",0,$80,2,$160,2,$320,0,$800,0,$30,2,$60,4,$120,2,$300,0,$30,2,$60,1,$120,1,$300,0,$330,10,$660,1,"$1,650",0,$80,8,$160,0,$400,0
"Jan. 4, 2020: Midday",07/02/2020,3 - 1 - 1,$250,1,$500,1,"$1,000",0,"$2,500",0,$80,16,$160,4,$320,1,$800,0,$30,3,$60,4,$120,0,$300,0,$30,5,$60,5,$120,2,$300,0,$330,8,$660,0,"$1,650",1,$80,24,$160,2,$400,5
"Jan. 3, 2020: Evening",07/01/2020,6 - 7 - 8,$250,3,$500,12,"$1,000",0,"$2,500",0,$40,15,$80,12,$160,2,$400,0,$30,0,$60,1,$120,2,$300,2,$30,0,$60,0,$120,2,$300,0,$290,14,$580,5,"$1,450",0,$40,36,$80,12,$200,1
"Jan. 3, 2020: Midday",07/01/2020,2 - 6 - 7,$250,4,$500,5,"$1,000",0,"$2,500",0,$40,8,$80,13,$160,3,$400,3,$30,3,$60,1,$120,1,$300,0,$30,2,$60,1,$120,0,$300,0,$290,12,$580,2,"$1,450",0,$40,23,$80,6,$200,1
"Jan. 2, 2020: Evening",06/30/2020,3 - 1 - 9,$250,3,$500,10,"$1,000",1,"$2,500",0,$40,10,$80,9,$160,2,$400,0,$30,3,$60,1,$120,0,$300,0,$30,6,$60,3,$120,2,$300,0,$290,2,$580,5,"$1,450",0,$40,35,$80,5,$200,2
"Jan. 2, 2020: Midday",06/30/2020,4 - 4 - 8,$250,2,$500,2,"$1,000",0,"$2,500",0,$80,2,$160,3,$320,0,$800,0,$30,2,$60,4,$120,3,$300,7,$30,2,$60,5,$120,0,$300,0,$330,1,$660,1,"$1,650",0,$80,5,$160,1,$400,0
"Jan. 1, 2020: Midday",06/29/2020,2 - 5 - 2,$250,2,$500,3,"$1,000",0,"$2,500",0,$80,2,$160,3,$320,4,$800,0,$30,0,$60,2,$120,1,$300,0,$30,0,$60,1,$120,0,$300,0,$330,10,$660,1,"$1,650",0,$80,17,$160,1,$400,1
"Jan. 1, 2020: Evening",06/29/2020,1 - 8 - 2,$250,1,$500,3,"$1,000",0,"$2,500",0,$40,11,$80,7,$160,4,$400,3,$30,4,$60,1,$120,1,$300,0,$30,0,$60,2,$120,0,$300,0,$290,5,$580,2,"$1,450",0,$40,36,$80,13,$200,0
"Dec. 31, 2019: Evening",06/28/2020,7 - 0 - 9,$250,2,$500,2,"$1,000",0,"$2,500",0,$40,5,$80,10,$160,1,$400,1,$30,1,$60,1,$120,2,$300,0,$30,2,$60,0,$120,1,$300,0,$290,9,$580,1,"$1,450",0,$40,18,$80,1,$200,4
"Dec. 31, 2019: Midday",06/28/2020,2 - 7 - 2,$250,1,$500,4,"$1,000",0,"$2,500",0,$80,2,$160,2,$320,0,$800,0,$30,1,$60,1,$120,4,$300,0,$30,0,$60,0,$120,1,$300,1,$330,1,$660,0,"$1,650",0,$80,17,$160,2,$400,2
"Dec. 30, 2019: Evening",06/27/2020,8 - 8 - 1,$250,1,$500,1,"$1,000",0,"$2,500",0,$80,6,$160,2,$320,1,$800,0,$30,5,$60,3,$120,2,$300,0,$30,2,$60,1,$120,1,$300,0,$330,3,$660,1,"$1,650",0,$80,16,$160,2,$400,0
"Dec. 30, 2019: Midday",06/27/2020,9 - 1 - 2,$250,3,$500,1,"$1,000",1,"$2,500",0,$40,5,$80,10,$160,2,$400,0,$30,3,$60,1,$120,0,$300,0,$30,1,$60,2,$120,0,$300,0,$290,4,$580,1,"$1,450",0,$40,25,$80,2,$200,0
"Dec. 29, 2019: Midday",06/26/2020,8 - 2 - 3,$250,2,$500,3,"$1,000",0,"$2,500",0,$40,12,$80,3,$160,0,$400,1,$30,1,$60,0,$120,0,$300,0,$30,1,$60,0,$120,0,$300,0,$290,6,$580,0,"$1,450",0,$40,25,$80,5,$200,1
"Dec. 29, 2019: Evening",06/26/2020,5 - 8 - 5,$250,1,$500,0,"$1,000",0,"$2,500",1,$80,2,$160,1,$320,0,$800,0,$30,0,$60,0,$120,1,$300,1,$30,0,$60,0,$120,0,$300,0,$330,2,$660,0,"$1,650",0,$80,3,$160,1,$400,0
"Dec. 28, 2019: Midday",06/25/2020,0 - 1 - 5,$250,3,$500,2,"$1,000",0,"$2,500",0,$40,7,$80,4,$160,2,$400,0,$30,2,$60,2,$120,4,$300,0,$30,1,$60,3,$120,2,$300,0,$290,11,$580,0,"$1,450",0,$40,17,$80,3,$200,0
"Dec. 28, 2019: Evening",06/25/2020,3 - 9 - 9,$250,0,$500,0,"$1,000",0,"$2,500",0,$80,2,$160,2,$320,1,$800,0,$30,4,$60,3,$120,0,$300,0,$30,1,$60,2,$120,1,$300,0,$330,1,$660,0,"$1,650",0,$80,9,$160,2,$400,2
"Dec. 27, 2019: Evening",06/24/2020,3 - 2 - 7,$250,3,$500,9,"$1,000",0,"$2,500",0,$40,12,$80,13,$160,3,$400,0,$30,0,$60,0,$120,1,$300,0,$30,3,$60,1,$120,2,$300,2,$290,5,$580,2,"$1,450",0,$40,27,$80,9,$200,1
"Dec. 27, 2019: Midday",06/24/2020,7 - 6 - 5,$250,3,$500,7,"$1,000",0,"$2,500",0,$40,10,$80,11,$160,0,$400,1,$30,0,$60,1,$120,0,$300,0,$30,0,$60,1,$120,1,$300,0,$290,9,$580,1,"$1,450",0,$40,36,$80,3,$200,1
"Dec. 26, 2019: Evening",06/23/2020,0 - 7 - 0,$250,0,$500,0,"$1,000",0,"$2,500",0,$80,5,$160,6,$320,1,$800,0,$30,2,$60,1,$120,0,$300,0,$30,2,$60,0,$120,2,$300,0,$330,2,$660,1,"$1,650",0,$80,11,$160,5,$400,0
"Dec. 26, 2019: Midday",06/23/2020,9 - 1 - 0,$250,2,$500,1,"$1,000",0,"$2,500",0,$40,6,$80,5,$160,2,$400,1,$30,1,$60,3,$120,1,$300,0,$30,2,$60,0,$120,0,$300,0,$290,4,$580,0,"$1,450",0,$40,32,$80,7,$200,2
"Dec. 24, 2019: Midday",06/21/2020,3 - 0 - 7,$250,3,$500,6,"$1,000",0,"$2,500",0,$40,3,$80,9,$160,1,$400,0,$30,1,$60,1,$120,2,$300,0,$30,1,$60,0,$120,0,$300,0,$290,4,$580,0,"$1,450",0,$40,13,$80,3,$200,0
"Dec. 24, 2019: Evening",06/21/2020,2 - 9 - 2,$250,1,$500,0,"$1,000",0,"$2,500",0,$80,4,$160,2,$320,0,$800,0,$30,1,$60,2,$120,0,$300,0,$30,2,$60,2,$120,0,$300,0,$330,2,$660,0,"$1,650",0,$80,18,$160,1,$400,1
"Dec. 23, 2019: Evening",06/20/2020,7 - 0 - 9,$250,0,$500,1,"$1,000",0,"$2,500",0,$40,7,$80,5,$160,1,$400,2,$30,1,$60,3,$120,1,$300,0,$30,0,$60,0,$120,0,$300,0,$290,6,$580,1,"$1,450",0,$40,24,$80,0,$200,0
"Dec. 23, 2019: Midday",06/20/2020,6 - 1 - 7,$250,1,$500,1,"$1,000",0,"$2,500",0,$40,9,$80,7,$160,0,$400,0,$30,3,$60,1,$120,0,$300,1,$30,2,$60,3,$120,4,$300,0,$290,3,$580,0,"$1,450",1,$40,23,$80,3,$200,0
"Dec. 22, 2019: Evening",06/19/2020,2 - 3 - 9,$250,1,$500,5,"$1,000",0,"$2,500",2,$40,9,$80,8,$160,3,$400,2,$30,2,$60,0,$120,3,$300,5,$30,2,$60,0,$120,1,$300,1,$290,7,$580,3,"$1,450",1,$40,18,$80,9,$200,1
"Dec. 22, 2019: Midday",06/19/2020,5 - 7 - 0,$250,0,$500,1,"$1,000",0,"$2,500",0,$40,9,$80,2,$160,2,$400,0,$30,3,$60,0,$120,0,$300,0,$30,1,$60,0,$120,0,$300,0,$290,2,$580,0,"$1,450",0,$40,14,$80,3,$200,0
"Dec. 21, 2019: Midday",06/18/2020,5 - 1 - 7,$250,3,$500,4,"$1,000",0,"$2,500",0,$40,12,$80,12,$160,5,$400,1,$30,2,$60,1,$120,1,$300,0,$30,1,$60,1,$120,4,$300,0,$290,8,$580,0,"$1,450",0,$40,51,$80,7,$200,0
"Dec. 21, 2019: Evening",06/18/2020,6 - 6 - 2,$250,2,$500,0,"$1,000",0,"$2,500",0,$80,3,$160,5,$320,2,$800,0,$30,1,$60,2,$120,1,$300,0,$30,1,$60,0,$120,1,$300,0,$330,2,$660,0,"$1,650",0,$80,6,$160,2,$400,0
"Dec. 20, 2019: Midday",06/17/2020,2 - 7 - 9,$250,4,$500,12,"$1,000",1,"$2,500",0,$40,28,$80,6,$160,1,$400,1,$30,3,$60,1,$120,2,$300,3,$30,2,$60,1,$120,1,$300,0,$290,11,$580,3,"$1,450",0,$40,35,$80,7,$200,1
"Dec. 20, 2019: Evening",06/17/2020,0 - 4 - 2,$250,0,$500,2,"$1,000",0,"$2,500",0,$40,14,$80,11,$160,3,$400,0,$30,1,$60,1,$120,1,$300,0,$30,4,$60,0,$120,0,$300,0,$290,2,$580,0,"$1,450",0,$40,26,$80,4,$200,2
"Dec. 19, 2019: Evening",06/16/2020,6 - 8 - 6,$250,0,$500,1,"$1,000",0,"$2,500",0,$80,3,$160,5,$320,1,$800,0,$30,0,$60,1,$120,1,$300,1,$30,1,$60,0,$120,2,$300,0,$330,2,$660,0,"$1,650",0,$80,3,$160,1,$400,0
"Dec. 19, 2019: Midday",06/16/2020,3 - 5 - 0,$250,0,$500,1,"$1,000",0,"$2,500",0,$40,1,$80,5,$160,1,$400,0,$30,1,$60,1,$120,5,$300,0,$30,0,$60,0,$120,0,$300,0,$290,1,$580,0,"$1,450",0,$40,26,$80,4,$200,0
"Dec. 18, 2019: Evening",06/15/2020,1 - 9 - 6,$250,0,$500,3,"$1,000",0,"$2,500",0,$40,17,$80,10,$160,4,$400,0,$30,0,$60,2,$120,2,$300,0,$30,1,$60,0,$120,1,$300,0,$290,2,$580,0,"$1,450",0,$40,26,$80,6,$200,1
"Dec. 18, 2019: Midday",06/15/2020,9 - 8 - 0,$250,0,$500,0,"$1,000",0,"$2,500",0,$40,10,$80,5,$160,0,$400,0,$30,2,$60,0,$120,0,$300,0,$30,2,$60,0,$120,0,$300,0,$290,2,$580,0,"$1,450",0,$40,13,$80,8,$200,1
"Dec. 17, 2019: Midday",06/14/2020,1 - 9 - 3,$250,3,$500,4,"$1,000",0,"$2,500",0,$40,11,$80,6,$160,4,$400,0,$30,3,$60,1,$120,1,$300,0,$30,2,$60,0,$120,0,$300,2,$290,2,$580,0,"$1,450",0,$40,21,$80,9,$200,0
"Dec. 17, 2019: Evening",06/14/2020,1 - 5 - 3,$250,3,$500,4,"$1,000",0,"$2,500",0,$40,22,$80,19,$160,9,$400,0,$30,2,$60,3,$120,0,$300,0,$30,1,$60,2,$120,1,$300,0,$290,4,$580,1,"$1,450",0,$40,37,$80,13,$200,0
"Dec. 16, 2019: Evening",06/13/2020,3 - 5 - 7,$250,6,$500,4,"$1,000",0,"$2,500",0,$40,6,$80,17,$160,4,$400,4,$30,0,$60,1,$120,1,$300,0,$30,4,$60,1,$120,1,$300,1,$290,14,$580,8,"$1,450",1,$40,20,$80,12,$200,0
"Dec. 16, 2019: Midday",06/13/2020,9 - 5 - 4,$250,1,$500,0,"$1,000",0,"$2,500",0,$40,2,$80,6,$160,1,$400,1,$30,0,$60,1,$120,0,$300,0,$30,2,$60,2,$120,0,$300,0,$290,2,$580,0,"$1,450",0,$40,8,$80,3,$200,0
"Dec. 15, 2019: Evening",06/12/2020,8 - 7 - 3,$250,0,$500,6,"$1,000",1,"$2,500",0,$40,7,$80,4,$160,8,$400,2,$30,0,$60,0,$120,0,$300,1,$30,1,$60,3,$120,1,$300,0,$290,4,$580,1,"$1,450",0,$40,22,$80,4,$200,0
"Dec. 15, 2019: Midday",06/12/2020,3 - 7 - 6,$250,0,$500,2,"$1,000",0,"$2,500",0,$40,8,$80,2,$160,2,$400,0,$30,2,$60,2,$120,1,$300,0,$30,0,$60,2,$120,0,$300,0,$290,2,$580,0,"$1,450",0,$40,19,$80,0,$200,2
"Dec. 14, 2019: Midday",06/11/2020,8 - 0 - 8,$250,0,$500,3,"$1,000",0,"$2,500",0,$80,4,$160,2,$320,1,$800,1,$30,0,$60,2,$120,1,$300,0,$30,4,$60,3,$120,0,$300,0,$330,2,$660,0,"$1,650",0,$80,5,$160,0,$400,0
"Dec. 14, 2019: Evening",06/11/2020,1 - 0 - 2,$250,2,$500,3,"$1,000",0,"$2,500",0,$40,13,$80,13,$160,10,$400,0,$30,2,$60,0,$120,1,$300,0,$30,2,$60,0,$120,1,$300,1,$290,8,$580,2,"$1,450",0,$40,30,$80,11,$200,0
"Dec. 13, 2019: Evening",06/10/2020,1 - 6 - 9,$250,2,$500,0,"$1,000",0,"$2,500",0,$40,10,$80,9,$160,2,$400,1,$30,4,$60,3,$120,1,$300,0,$30,4,$60,2,$120,0,$300,0,$290,3,$580,0,"$1,450",1,$40,21,$80,6,$200,0
"Dec. 13, 2019: Midday",06/10/2020,9 - 0 - 4,$250,0,$500,0,"$1,000",0,"$2,500",0,$40,6,$80,4,$160,0,$400,1,$30,5,$60,1,$120,0,$300,0,$30,0,$60,1,$120,1,$300,1,$290,5,$580,1,"$1,450",0,$40,11,$80,0,$200,1
"Dec. 12, 2019: Evening",06/09/2020,3 - 7 - 7,$250,1,$500,7,"$1,000",0,"$2,500",0,$80,4,$160,2,$320,0,$800,0,$30,4,$60,3,$120,2,$300,0,$30,6,$60,4,$120,6,$300,0,$330,8,$660,1,"$1,650",0,$80,19,$160,2,$400,1
"Dec. 12, 2019: Midday",06/09/2020,1 - 4 - 9,$250,0,$500,1,"$1,000",1,"$2,500",0,$40,4,$80,3,$160,1,$400,0,$30,5,$60,0,$120,1,$300,0,$30,3,$60,2,$120,0,$300,0,$290,4,$580,2,"$1,450",0,$40,9,$80,18,$200,1
"Dec. 11, 2019: Midday",06/08/2020,2 - 4 - 4,$250,0,$500,1,"$1,000",0,"$2,500",0,$80,5,$160,6,$320,6,$800,0,$30,2,$60,0,$120,0,$300,0,$30,6,$60,3,$120,5,$300,0,$330,2,$660,0,"$1,650",0,$80,13,$160,3,$400,0
"Dec. 11, 2019: Evening",06/08/2020,3 - 1 - 4,$250,3,$500,5,"$1,000",1,"$2,500",2,$40,15,$80,13,$160,5,$400,2,$30,4,$60,2,$120,2,$300,1,$30,3,$60,2,$120,1,$300,1,$290,6,$580,1,"$1,450",0,$40,24,$80,6,$200,7
"Dec. 10, 2019: Midday",06/07/2020,6 - 4 - 0,$250,0,$500,0,"$1,000",0,"$2,500",0,$40,2,$80,10,$160,1,$400,0,$30,2,$60,0,$120,0,$300,1,$30,1,$60,0,$120,0,$300,0,$290,3,$580,0,"$1,450",0,$40,14,$80,1,$200,0
"Dec. 10, 2019: Evening",06/07/2020,3 - 2 - 1,$250,3,$500,4,"$1,000",0,"$2,500",0,$40,26,$80,23,$160,10,$400,5,$30,1,$60,1,$120,1,$300,0,$30,4,$60,2,$120,1,$300,1,$290,16,$580,5,"$1,450",1,$40,95,$80,24,$200,6
"Dec. 9, 2019: Evening",06/06/2020,5 - 3 - 5,$250,1,$500,8,"$1,000",0,"$2,500",0,$80,8,$160,3,$320,5,$800,0,$30,2,$60,1,$120,0,$300,0,$30,2,$60,0,$120,0,$300,0,$330,5,$660,1,"$1,650",0,$80,10,$160,1,$400,0
"Dec. 9, 2019: Midday",06/06/2020,5 - 9 - 3,$250,3,$500,2,"$1,000",0,"$2,500",0,$40,11,$80,5,$160,0,$400,0,$30,0,$60,1,$120,0,$300,0,$30,2,$60,2,$120,1,$300,0,$290,0,$580,0,"$1,450",0,$40,9,$80,3,$200,0
"Dec. 8, 2019: Evening",06/05/2020,5 - 4 - 0,$250,1,$500,3,"$1,000",0,"$2,500",0,$40,5,$80,5,$160,2,$400,0,$30,2,$60,0,$120,1,$300,2,$30,1,$60,1,$120,0,$300,0,$290,4,$580,0,"$1,450",0,$40,18,$80,4,$200,0
"Dec. 8, 2019: Midday",06/05/2020,5 - 2 - 1,$250,3,$500,4,"$1,000",0,"$2,500",0,$40,12,$80,9,$160,2,$400,1,$30,2,$60,3,$120,3,$300,0,$30,2,$60,0,$120,1,$300,7,$290,11,$580,3,"$1,450",0,$40,52,$80,4,$200,0
"Dec. 7, 2019: Midday",06/04/2020,7 - 0 - 4,$250,1,$500,1,"$1,000",0,"$2,500",0,$40,9,$80,4,$160,1,$400,0,$30,2,$60,0,$120,2,$300,0,$30,1,$60,10,$120,1,$300,0,$290,3,$580,0,"$1,450",0,$40,13,$80,7,$200,2
"Dec. 7, 2019: Evening",06/04/2020,6 - 1 - 9,$250,1,$500,3,"$1,000",1,"$2,500",0,$40,10,$80,12,$160,3,$400,0,$30,2,$60,1,$120,5,$300,1,$30,4,$60,1,$120,1,$300,0,$290,9,$580,4,"$1,450",0,$40,17,$80,4,$200,0
"Dec. 6, 2019: Midday",06/03/2020,1 - 7 - 5,$250,2,$500,1,"$1,000",0,"$2,500",0,$40,9,$80,10,$160,6,$400,1,$30,1,$60,0,$120,0,$300,0,$30,3,$60,1,$120,0,$300,3,$290,1,$580,0,"$1,450",0,$40,36,$80,15,$200,0
"Dec. 6, 2019: Evening",06/03/2020,0 - 5 - 2,$250,0,$500,1,"$1,000",0,"$2,500",0,$40,9,$80,10,$160,1,$400,0,$30,0,$60,2,$120,0,$300,2,$30,3,$60,2,$120,4,$300,1,$290,5,$580,0,"$1,450",0,$40,21,$80,2,$200,0
"Dec. 5, 2019: Evening",06/02/2020,7 - 0 - 0,$250,1,$500,15,"$1,000",0,"$2,500",0,$80,2,$160,5,$320,1,$800,0,$30,0,$60,1,$120,1,$300,1,$30,5,$60,2,$120,6,$300,1,$330,1,$660,0,"$1,650",0,$80,8,$160,1,$400,0
"Dec. 5, 2019: Midday",06/02/2020,2 - 9 - 8,$250,1,$500,3,"$1,000",0,"$2,500",0,$40,4,$80,5,$160,1,$400,0,$30,0,$60,2,$120,0,$300,0,$30,1,$60,1,$120,0,$300,1,$290,1,$580,0,"$1,450",0,$40,34,$80,5,$200,1
"Dec. 4, 2019: Evening",06/01/2020,3 - 7 - 6,$250,0,$500,0,"$1,000",0,"$2,500",0,$40,15,$80,2,$160,1,$400,0,$30,2,$60,3,$120,2,$300,0,$30,2,$60,0,$120,0,$300,0,$290,2,$580,0,"$1,450",0,$40,18,$80,2,$200,0
"Dec. 4, 2019: Midday",06/01/2020,2 - 6 - 3,$250,0,$500,2,"$1,000",0,"$2,500",0,$40,11,$80,5,$160,2,$400,3,$30,0,$60,2,$120,1,$300,0,$30,1,$60,13,$120,0,$300,0,$290,1,$580,0,"$1,450",0,$40,17,$80,3,$200,0
"Dec. 3, 2019: Evening",05/31/2020,1 - 6 - 0,$250,1,$500,2,"$1,000",0,"$2,500",0,$40,6,$80,10,$160,2,$400,2,$30,1,$60,0,$120,0,$300,0,$30,0,$60,0,$120,2,$300,1,$290,5,$580,1,"$1,450",0,$40,15,$80,4,$200,0
"Dec. 3, 2019: Midday",05/31/2020,9 - 4 - 3,$250,2,$500,4,"$1,000",0,"$2,500",0,$40,6,$80,8,$160,0,$400,0,$30,0,$60,1,$120,0,$300,0,$30,1,$60,1,$120,0,$300,1,$290,5,$580,0,"$1,450",0,$40,27,$80,4,$200,1
"Dec. 2, 2019: Midday",05/30/2020,5 - 5 - 0,$250,0,$500,2,"$1,000",0,"$2,500",0,$80,1,$160,0,$320,0,$800,0,$30,1,$60,1,$120,3,$300,0,$30,1,$60,0,$120,1,$300,0,$330,3,$660,1,"$1,650",0,$80,7,$160,0,$400,0
"Dec. 2, 2019: Evening",05/30/2020,4 - 8 - 5,$250,1,$500,1,"$1,000",1,"$2,500",0,$40,7,$80,3,$160,0,$400,2,$30,2,$60,1,$120,1,$300,0,$30,1,$60,0,$120,2,$300,0,$290,5,$580,0,"$1,450",0,$40,17,$80,2,$200,0
"Dec. 1, 2019: Midday",05/29/2020,1 - 8 - 7,$250,2,$500,11,"$1,000",0,"$2,500",0,$40,7,$80,7,$160,4,$400,1,$30,3,$60,1,$120,1,$300,0,$30,0,$60,0,$120,0,$300,0,$290,5,$580,0,"$1,450",0,$40,31,$80,1,$200,1
"Dec. 1, 2019: Evening",05/29/2020,9 - 2 - 5,$250,1,$500,3,"$1,000",0,"$2,500",0,$40,12,$80,6,$160,2,$400,0,$30,1,$60,0,$120,1,$300,0,$30,1,$60,1,$120,5,$300,1,$290,7,$580,0,"$1,450",1,$40,26,$80,3,$200,2
"Nov. 30, 2019: Midday",05/28/2020,8 - 0 - 4,$250,3,$500,0,"$1,000",0,"$2,500",0,$40,4,$80,3,$160,0,$400,0,$30,0,$60,0,$120,0,$300,0,$30,0,$60,0,$120,1,$300,1,$290,3,$580,0,"$1,450",0,$40,9,$80,5,$200,1
"Nov. 30, 2019: Evening",05/28/2020,3 - 7 - 3,$250,3,$500,2,"$1,000",0,"$2,500",0,$80,4,$160,3,$320,1,$800,0,$30,4,$60,1,$120,1,$300,0,$30,0,$60,0,$120,0,$300,0,$330,12,$660,0,"$1,650",0,$80,21,$160,0,$400,0
